P2ACE,P1NETPOINTWON,P1BREAKPOINTWON,P1ACE,P1FIRSTSRVWON,P1FIRSTSRVIN,P2UNFERR,P1DOUBLEFAULT,P2NETPOINT,P1FORCEDERROR,P2BREAKPOINTMISSED,P2NETPOINTWON,P2DOUBLEFAULT,P2SECONDSRVIN,P2FIRSTSRVIN,P2SECONDSRVWON,P2WINNER,P2BREAKPOINTWON,P1SECONDSRVIN,P1WINNER,P2BREAKPOINT,P2FORCEDERROR,P1NETPOINT,P1BREAKPOINTMISSED,P1UNFERR,P2FIRSTSRVWON,P1BREAKPOINT,P1SECONDSRVWON,SURF_CODE,WINNER
17,8,3,7,55,66,22,1,35,49,2,27,6,20,70,11,36,0,26,30,2,49,9,3,3,57,6,18,2,Player1
11,21,2,12,58,72,24,0,24,51,5,17,0,40,87,21,40,1,40,45,6,60,32,5,19,60,7,25,2,Player1
16,5,0,2,37,59,8,4,24,46,4,15,1,32,36,23,36,5,21,12,9,41,8,0,10,32,0,10,2,Player2
9,23,5,15,57,73,21,7,67,55,3,45,4,35,83,15,42,3,40,51,6,55,37,7,18,58,12,21,2,Player1
4,11,3,17,50,64,25,6,93,48,3,58,6,44,73,27,50,6,31,42,9,44,20,6,15,48,9,13,2,Player2
23,23,2,28,57,70,16,3,44,55,3,24,6,34,69,20,40,1,33,57,4,39,36,4,8,54,6,20,2,Player1
4,13,5,3,43,60,23,1,15,35,5,11,3,42,53,19,30,1,25,26,6,55,19,6,15,35,11,17,2,Player1
29,12,0,3,35,46,13,0,20,29,4,15,3,13,56,9,48,4,30,21,8,28,21,3,9,50,3,14,2,Player2
18,15,1,8,55,68,19,4,32,57,5,26,3,33,92,18,60,2,50,44,7,50,27,10,20,78,11,26,2,Player2
14,15,1,5,34,52,14,3,14,49,2,10,0,26,63,14,36,5,30,23,7,39,24,2,13,49,3,16,2,Player2
13,12,0,10,36,48,15,0,15,45,3,13,1,30,69,18,36,4,30,23,7,38,20,5,21,53,5,11,2,Player2
7,12,6,19,42,51,13,0,27,35,5,15,1,29,57,13,25,1,27,39,6,43,25,1,10,35,7,14,2,Player1
10,13,1,14,51,70,33,4,26,71,8,14,4,38,80,24,38,3,58,40,11,49,21,4,23,60,5,33,2,Player2
11,30,1,13,74,94,21,1,54,73,2,35,4,38,100,21,44,1,34,61,3,56,37,4,16,76,5,19,2,Player1
7,20,2,23,53,58,18,2,17,52,2,10,3,45,62,27,31,0,33,42,2,48,25,5,12,46,7,18,2,Player1
2,14,3,14,45,56,12,2,30,40,2,20,2,20,62,11,30,0,35,44,2,41,22,2,10,43,5,22,2,Player1
28,53,3,27,95,127,20,8,41,74,6,25,6,77,94,41,80,4,49,80,10,80,96,5,27,75,8,24,2,Player2
12,25,0,7,42,61,15,5,26,45,6,19,2,26,54,15,37,3,35,28,9,40,30,2,18,50,2,24,2,Player2
14,21,1,6,58,89,25,6,42,65,8,32,1,42,71,22,54,6,45,35,14,52,36,6,23,60,7,22,2,Player2
13,10,4,10,44,61,21,0,15,33,2,10,6,28,47,16,28,0,22,37,2,37,13,7,8,34,11,20,2,Player1
9,26,0,8,32,44,6,7,19,39,7,15,1,21,50,16,32,4,31,27,11,29,54,0,21,42,0,16,2,Player2
12,21,6,5,55,71,27,1,45,56,4,22,0,58,65,23,33,3,33,43,7,56,27,6,13,49,12,20,2,Player1
7,16,3,13,40,47,23,3,50,37,2,31,5,30,63,11,31,0,34,40,2,40,23,7,11,48,10,24,2,Player1
17,37,3,18,74,102,11,4,42,67,0,26,1,33,103,24,57,1,39,63,1,62,58,6,22,80,9,29,2,Player1
14,13,3,7,59,94,27,2,32,53,9,18,4,36,69,18,39,6,48,43,15,50,24,2,41,54,5,24,2,Player2
15,21,5,6,57,70,39,1,32,49,3,17,5,42,66,23,42,1,32,37,4,42,26,3,7,48,8,19,2,Player1
5,28,3,12,61,90,13,5,39,78,6,25,1,40,79,28,34,6,38,41,12,58,48,2,29,61,5,20,2,Player2
7,6,3,5,43,64,12,1,26,53,1,19,1,25,69,14,27,5,17,21,6,49,9,3,15,50,6,8,2,Player2
2,9,5,2,26,38,15,1,11,16,2,6,2,20,24,9,14,1,7,11,3,31,16,5,5,10,10,4,2,Player1
3,17,6,2,33,55,11,3,2,49,3,0,2,33,68,13,20,6,23,34,9,47,22,13,23,41,19,10,2,Player1
1,5,5,0,23,33,25,3,13,25,4,7,5,28,34,12,15,2,19,13,6,31,7,9,13,21,14,12,2,Player1
2,5,1,2,19,35,11,0,11,33,7,9,4,10,30,9,24,6,25,6,13,22,12,3,8,21,4,6,2,Player2
0,2,4,4,28,39,23,1,5,19,2,2,4,22,24,12,10,1,12,12,3,25,5,3,13,14,7,8,2,Player1
0,9,5,3,18,21,9,3,7,12,0,4,3,6,28,3,4,0,13,22,0,20,10,2,7,12,7,11,2,Player1
3,3,5,5,23,28,12,2,8,13,0,5,3,18,22,6,6,0,9,17,0,28,4,2,6,10,7,7,2,Player1
13,8,2,4,21,35,18,8,12,37,1,6,3,28,49,18,24,4,24,22,5,24,9,3,22,35,5,16,2,Player2
2,12,3,5,39,56,28,6,28,42,10,14,4,29,46,20,32,3,36,20,13,37,26,3,18,31,6,18,2,Player1
9,10,1,3,23,36,24,3,11,27,1,6,3,21,54,12,23,3,17,13,4,24,19,7,23,37,8,9,2,Player2
1,13,0,5,22,30,9,3,16,27,5,9,1,13,33,9,23,1,26,20,6,19,17,0,8,25,0,13,2,Player2
0,7,0,1,21,33,15,3,8,39,3,6,4,24,45,16,16,3,29,18,6,28,16,4,22,31,4,14,2,Player2
9,21,2,3,54,84,22,8,56,39,11,31,0,32,54,19,38,4,25,30,15,40,37,2,34,42,4,13,2,Player2
0,9,4,2,27,36,14,0,17,19,0,11,2,9,41,6,20,0,10,13,0,31,10,3,1,21,7,6,2,Player1
3,27,3,2,41,58,6,5,22,45,6,15,0,30,63,16,27,5,40,34,11,55,32,7,29,42,10,19,2,Player2
6,5,3,1,32,49,15,7,7,30,5,6,6,24,45,13,32,4,23,22,9,35,7,5,20,32,8,10,2,Player2
17,10,4,4,50,76,21,4,16,50,6,8,5,30,63,14,32,5,23,24,11,54,17,7,20,48,11,13,2,Player2
1,10,5,8,19,26,16,4,14,16,2,6,7,10,30,5,9,1,19,25,3,19,13,5,11,14,10,13,2,Player1
2,39,6,2,40,59,15,6,23,28,4,15,1,35,55,17,25,4,24,47,8,32,59,4,33,35,10,15,2,Player1
7,5,1,2,32,52,19,4,22,40,6,15,2,29,34,17,34,4,25,11,10,34,8,0,8,30,1,14,2,Player2
2,25,4,0,29,52,15,3,41,28,8,24,0,20,40,9,23,2,30,25,10,35,46,4,19,26,8,21,2,Player1
1,9,4,4,34,59,26,1,26,47,5,18,5,24,64,14,35,6,31,30,11,29,13,3,17,43,7,15,2,Player2
0,14,5,2,24,32,5,1,5,18,3,3,3,21,33,12,7,0,11,27,3,30,16,2,14,15,7,8,2,Player1
0,4,0,1,20,32,9,5,22,21,6,18,0,14,24,9,23,5,15,9,11,14,6,0,14,19,0,2,2,Player2
12,34,4,1,55,106,24,3,41,56,13,24,2,33,77,18,45,7,33,46,20,52,54,5,31,49,9,22,2,Player2
4,7,4,0,19,40,10,4,6,30,3,3,4,15,41,9,12,7,15,16,10,26,16,2,25,25,6,7,2,Player2
2,5,3,3,31,35,12,0,18,11,1,11,1,22,26,10,25,0,15,15,1,31,5,3,5,18,6,6,2,Player1
12,0,5,0,27,43,19,4,18,32,1,13,5,30,46,12,35,5,23,11,6,43,1,3,11,34,8,11,2,Player1
7,18,2,2,23,36,5,2,8,32,1,5,3,19,46,13,25,4,26,26,5,27,22,6,17,31,8,11,2,Player2
4,2,2,0,18,37,21,3,5,32,6,4,4,19,39,9,20,5,17,13,11,17,3,3,16,28,5,8,2,Player2
3,11,0,4,31,45,12,4,8,32,5,6,2,20,34,15,17,2,21,22,7,20,15,0,23,29,0,11,2,Player2
7,28,7,4,48,71,30,6,44,54,7,33,9,70,89,35,65,6,46,45,13,71,40,20,26,56,27,21,2,Player1
10,1,0,1,24,46,14,2,13,28,11,8,1,18,34,11,32,3,18,9,14,26,5,1,10,28,1,11,2,Player2
4,41,9,3,44,70,36,10,24,61,10,13,13,43,91,28,40,10,59,45,20,58,65,17,46,48,26,24,2,Player2
1,11,3,4,36,59,14,6,20,57,9,12,2,30,51,19,23,5,29,34,14,35,14,5,14,32,8,15,2,Player2
1,16,3,5,24,31,3,0,8,25,1,3,1,19,35,8,11,0,19,37,1,22,21,2,7,23,5,14,2,Player1
3,19,4,4,43,60,18,6,38,31,3,21,3,26,62,18,37,2,25,32,5,44,30,3,20,38,7,16,2,Player1
5,10,1,1,9,22,5,7,21,20,5,16,2,16,23,7,21,6,16,14,11,10,20,2,16,21,3,7,2,Player2
1,6,4,2,25,35,18,1,20,19,6,7,1,11,36,2,16,1,20,16,7,30,7,1,5,21,5,14,2,Player1
1,13,4,10,51,77,31,5,13,47,7,10,10,32,68,15,44,3,29,33,10,50,19,6,16,50,10,18,2,Player2
2,4,0,5,25,42,10,3,8,26,3,7,4,18,37,11,27,3,14,18,6,20,10,2,17,32,2,7,2,Player2
2,4,4,8,23,27,21,0,9,22,0,2,5,23,36,10,13,1,21,26,1,23,5,0,7,21,4,14,2,Player1
8,4,2,10,41,51,20,5,18,25,4,13,1,22,49,11,29,1,25,21,5,41,8,4,17,35,6,15,2,Player1
3,7,1,1,16,27,6,3,5,33,4,3,2,8,37,4,13,5,19,11,9,21,8,4,12,29,5,8,2,Player2
2,8,5,6,16,17,9,4,6,10,0,2,2,14,25,3,5,0,17,31,0,15,9,2,9,13,7,14,2,Player1
2,11,1,3,20,34,9,3,2,37,3,2,3,21,35,14,10,4,10,20,7,14,22,3,16,27,4,5,2,Player2
5,0,1,0,14,35,10,3,6,26,4,5,1,9,31,5,23,6,13,3,10,19,1,3,11,23,4,5,2,Player2
1,15,6,9,44,62,17,2,18,54,1,7,5,28,64,13,12,3,40,52,4,42,20,4,24,35,10,18,2,Player1
1,0,1,2,20,38,8,1,22,29,4,19,2,9,32,7,30,5,25,11,9,22,4,0,7,24,1,9,2,Player2
1,24,6,9,38,50,18,5,5,46,1,4,3,34,64,17,10,2,28,54,3,32,31,4,24,36,10,18,2,Player1
0,3,6,2,22,32,14,13,8,20,3,5,4,22,29,9,18,3,21,14,6,37,5,4,18,16,10,13,2,Player1
9,5,1,1,28,47,14,2,13,38,4,8,2,30,49,17,40,4,26,9,8,48,11,7,7,36,8,15,2,Player2
1,3,3,3,28,48,13,6,9,39,4,5,4,18,43,8,19,5,9,10,9,35,3,2,12,31,5,4,2,Player2
2,10,6,13,0,0,16,3,5,0,8,4,2,0,0,0,15,1,0,34,8,0,21,11,19,0,11,0,2,Player1
5,9,4,11,0,0,32,1,55,0,6,32,3,0,0,0,37,1,0,38,6,0,15,11,13,0,11,0,2,Player1
5,12,8,27,0,0,27,3,22,0,9,14,5,0,0,0,26,3,0,54,9,0,21,17,25,0,17,0,2,Player1
1,3,0,0,0,0,4,0,10,0,3,9,0,0,0,0,11,3,0,1,3,0,8,0,9,0,0,0,2,Player2
13,16,1,30,0,0,27,2,26,0,1,17,4,0,0,0,30,1,0,62,1,0,25,7,33,0,7,0,2,Player1
0,23,8,9,0,0,21,1,10,0,2,7,5,0,0,0,11,1,0,33,2,0,31,18,10,0,18,0,2,Player1
21,13,3,19,0,0,24,4,21,0,4,12,6,0,0,0,38,2,0,50,4,0,16,11,14,0,11,0,2,Player1
7,9,1,3,0,0,9,2,7,0,9,4,4,0,0,0,18,3,0,15,9,0,13,6,16,0,6,0,2,Player2
4,19,2,31,0,0,22,4,32,0,5,25,4,0,0,0,39,2,0,76,5,0,31,9,49,0,9,0,2,Player2
17,18,2,10,0,0,40,3,31,0,4,25,10,0,0,0,43,3,0,48,4,0,23,7,27,0,7,0,2,Player1
2,21,10,4,0,0,32,4,31,0,9,16,3,0,0,0,20,6,0,34,9,0,34,19,30,0,19,0,2,Player1
18,21,1,10,0,0,20,3,18,0,9,14,3,0,0,0,40,4,0,33,9,0,26,9,23,0,9,0,2,Player2
9,14,2,4,0,0,37,1,70,0,3,39,7,0,0,0,42,0,0,29,3,0,22,5,10,0,5,0,2,Player1
14,28,0,6,0,0,25,2,47,0,9,35,1,0,0,0,54,2,0,41,9,0,38,5,30,0,5,0,2,Player2
16,36,3,18,0,0,26,1,35,0,7,25,2,0,0,0,58,4,0,52,7,0,55,5,16,0,5,0,2,Player2
24,34,0,20,0,0,21,4,22,0,7,20,0,0,0,0,71,2,0,44,7,0,66,11,33,0,11,0,2,Player2
10,18,0,4,0,0,6,3,5,0,13,4,1,0,0,0,27,6,0,23,13,0,26,0,18,0,0,0,2,Player2
1,23,3,21,0,0,15,3,21,0,8,12,3,0,0,0,12,0,0,61,8,0,29,7,14,0,7,0,2,Player1
20,34,5,1,0,0,37,10,35,0,12,23,14,0,0,0,61,6,0,32,12,0,47,9,30,0,9,0,2,Player1
11,9,3,5,0,0,28,1,26,0,14,21,3,0,0,0,39,5,0,27,14,0,17,9,32,0,9,0,2,Player2
24,10,1,4,0,0,34,5,45,0,10,28,6,0,0,0,61,2,0,18,10,0,15,5,18,0,5,0,2,Player2
9,44,1,28,0,0,14,6,39,0,9,29,0,0,0,0,45,1,0,68,9,0,72,3,39,0,3,0,2,Player2
6,15,3,5,0,0,18,1,16,0,9,13,1,0,0,0,35,6,0,24,9,0,31,4,29,0,4,0,2,Player2
8,25,3,8,0,0,14,1,9,0,6,3,4,0,0,0,30,0,0,31,6,0,40,3,15,0,3,0,2,Player1
2,25,2,17,0,0,17,1,15,0,8,12,5,0,0,0,25,4,0,36,8,0,42,2,25,0,2,0,2,Player2
11,12,5,20,0,0,17,0,33,0,1,20,3,0,0,0,27,1,0,48,1,0,13,7,11,0,7,0,2,Player1
6,13,2,7,0,0,9,3,14,0,8,12,0,0,0,0,25,5,0,26,8,0,27,2,26,0,2,0,2,Player2
15,34,5,7,0,0,33,3,47,0,15,27,3,0,0,0,51,4,0,49,15,0,56,14,34,0,14,0,2,Player1
1,21,6,13,0,0,12,2,17,0,0,13,0,0,0,0,18,0,0,35,0,0,23,8,8,0,8,0,2,Player1
13,29,3,10,0,0,18,5,30,0,6,23,4,0,0,0,48,3,0,47,6,0,41,6,18,0,6,0,2,Player2
12,12,2,22,0,0,32,5,37,0,5,24,8,0,0,0,46,2,0,55,5,0,15,7,22,0,7,0,2,Player1
7,24,5,10,0,0,23,0,19,0,6,16,3,0,0,0,41,3,0,34,6,0,31,14,20,0,14,0,2,Player1
17,14,1,16,0,0,18,4,22,0,13,17,3,0,0,0,37,4,0,36,13,0,26,1,43,0,1,0,2,Player2
7,19,3,4,0,0,24,0,43,0,3,22,3,0,0,0,28,0,0,30,3,0,23,8,10,0,8,0,2,Player1
13,17,1,11,0,0,11,6,28,0,6,22,3,0,0,0,30,3,0,41,6,0,23,2,25,0,2,0,2,Player2
12,10,2,4,0,0,24,2,16,0,5,8,5,0,0,0,37,4,0,28,5,0,18,2,18,0,2,0,2,Player2
25,14,2,21,0,0,29,3,42,0,5,29,3,0,0,0,58,1,0,47,5,0,21,6,25,0,6,0,2,Player1
9,9,1,2,0,0,6,3,7,0,9,5,2,0,0,0,18,4,0,11,9,0,14,2,20,0,2,0,2,Player2
11,53,1,17,0,0,8,9,9,0,7,8,6,0,0,0,43,4,0,58,7,0,94,1,42,0,1,0,2,Player2
7,24,5,10,0,0,22,1,31,0,2,19,6,0,0,0,33,0,0,40,2,0,39,10,9,0,10,0,2,Player1
26,18,3,16,0,0,33,3,57,0,17,34,4,0,0,0,73,5,0,43,17,0,32,8,28,0,8,0,2,Player2
19,22,4,22,0,0,16,3,16,0,4,12,2,0,0,0,41,3,0,65,4,0,28,8,29,0,8,0,2,Player1
8,18,6,12,0,0,18,1,58,0,5,27,1,0,0,0,31,1,0,55,5,0,29,20,14,0,20,0,2,Player1
0,23,6,13,0,0,32,9,25,0,9,21,2,0,0,0,33,3,0,38,9,0,27,13,29,0,13,0,2,Player1
9,6,0,7,0,0,14,2,16,0,7,12,3,0,0,0,26,3,0,28,7,0,14,3,21,0,3,0,2,Player2
20,36,2,8,0,0,50,2,61,0,10,41,6,0,0,0,82,3,0,38,10,0,56,6,14,0,6,0,2,Player1
15,20,5,14,0,0,32,4,35,0,6,22,10,0,0,0,59,2,0,53,6,0,35,13,29,0,13,0,2,Player1
8,21,3,21,0,0,15,8,29,0,17,20,0,0,0,0,37,4,0,69,17,0,32,6,46,0,6,0,2,Player2
16,24,1,1,0,0,26,3,15,0,8,10,4,0,0,0,44,2,0,21,8,0,32,8,28,0,8,0,2,Player2
11,23,3,10,0,0,18,1,29,0,3,20,2,0,0,0,37,1,0,38,3,0,32,8,14,0,8,0,2,Player1
15,14,4,10,0,0,23,3,51,0,6,32,1,0,0,0,44,3,0,45,6,0,19,8,16,0,8,0,2,Player1
12,16,1,1,0,0,21,5,21,0,11,12,4,0,0,0,31,4,0,26,11,0,28,3,22,0,3,0,2,Player2
23,50,5,14,0,0,52,6,43,0,8,31,9,0,0,0,70,3,0,85,8,0,70,16,58,0,16,0,2,Player1
10,50,3,5,0,0,23,3,19,0,23,12,4,0,0,0,31,6,0,44,23,0,78,8,32,0,8,0,2,Player2
5,20,4,7,0,0,14,2,11,0,3,7,3,0,0,0,17,0,0,27,3,0,25,5,13,0,5,0,2,Player1
17,15,0,6,0,0,18,2,48,0,2,32,1,0,0,0,56,1,0,35,2,0,22,1,7,0,1,0,2,Player2
17,31,6,5,0,0,25,3,26,0,6,12,2,0,0,0,47,2,0,35,6,0,44,10,20,0,10,0,2,Player1
7,11,4,12,0,0,17,0,18,0,0,12,3,0,0,0,34,0,0,35,0,0,15,6,5,0,6,0,2,Player1
3,12,6,4,0,0,15,2,24,0,4,13,2,0,0,0,15,1,0,31,4,0,14,8,11,0,8,0,2,Player1
14,16,1,7,0,0,13,2,32,0,12,23,0,0,0,0,60,6,0,36,12,0,26,1,16,0,1,0,2,Player2
9,24,6,9,0,0,21,1,33,0,11,20,2,0,0,0,34,3,0,45,11,0,29,7,18,0,7,0,2,Player1
12,34,3,16,0,0,30,1,41,0,8,32,3,0,0,0,51,5,0,72,8,0,39,14,35,0,14,0,2,Player2
6,13,5,4,0,0,20,0,25,0,4,13,3,0,0,0,37,0,0,34,4,0,15,8,8,0,8,0,2,Player1
16,19,1,4,0,0,15,3,10,0,12,7,1,0,0,0,35,5,0,23,12,0,29,8,24,0,8,0,2,Player2
17,18,3,20,0,0,27,4,41,0,11,26,4,0,0,0,55,2,0,56,11,0,25,8,17,0,8,0,2,Player1
23,13,0,7,0,0,12,3,18,0,3,16,4,0,0,0,46,3,0,35,3,0,23,5,17,0,5,0,2,Player2
2,14,5,7,0,0,17,3,19,0,8,12,1,0,0,0,14,1,0,50,8,0,17,9,20,0,9,0,2,Player1
3,19,6,2,0,0,20,0,18,0,2,8,2,0,0,0,14,0,0,25,2,0,25,20,13,0,20,0,2,Player1
18,35,2,6,0,0,39,0,32,0,9,26,3,0,0,0,61,3,0,44,9,0,40,12,31,0,12,0,2,Player2
10,27,3,17,0,0,31,0,38,0,5,28,4,0,0,0,35,2,0,43,5,0,37,10,27,0,10,0,2,Player1
12,10,1,9,0,0,10,2,21,0,11,13,0,0,0,0,31,3,0,28,11,0,18,3,21,0,3,0,2,Player2
11,7,4,9,0,0,42,2,60,0,8,35,2,0,0,0,47,2,0,40,8,0,14,12,12,0,12,0,2,Player1
16,46,4,12,0,0,25,3,29,0,7,21,1,0,0,0,46,2,0,62,7,0,58,12,38,0,12,0,2,Player1
0,6,5,2,0,0,11,4,1,0,3,1,2,0,0,0,7,2,0,23,3,0,9,9,14,0,9,0,2,Player1
7,24,3,0,0,0,30,5,12,0,4,8,2,0,0,0,37,4,0,29,4,0,35,10,25,0,10,0,2,Player1
2,3,5,2,0,0,19,6,16,0,2,10,4,0,0,0,13,2,0,20,2,0,6,9,12,0,9,0,2,Player1
0,2,4,1,0,0,20,8,6,0,11,3,3,0,0,0,12,7,0,16,11,0,2,6,33,0,6,0,2,Player2
2,6,2,4,0,0,9,3,4,0,10,2,3,0,0,0,12,5,0,15,10,0,13,3,29,0,3,0,2,Player2
1,9,6,1,0,0,18,0,21,0,3,15,3,0,0,0,14,3,0,18,3,0,13,12,16,0,12,0,2,Player1
2,7,1,3,0,0,12,2,14,0,8,8,4,0,0,0,17,5,0,18,8,0,13,2,13,0,2,0,2,Player2
2,4,0,4,0,0,10,2,11,0,20,10,3,0,0,0,24,4,0,23,20,0,9,2,25,0,2,0,2,Player2
3,8,4,4,0,0,15,1,13,0,8,8,1,0,0,0,22,3,0,27,8,0,10,7,16,0,7,0,2,Player1
0,9,6,4,0,0,20,0,7,0,2,5,6,0,0,0,7,1,0,19,2,0,9,14,13,0,14,0,2,Player1
0,5,5,3,0,0,15,1,2,0,1,1,8,0,0,0,2,1,0,20,1,0,6,5,14,0,5,0,2,Player1
4,9,1,1,0,0,11,4,9,0,10,8,2,0,0,0,19,5,0,9,10,0,13,2,15,0,2,0,2,Player2
1,12,6,3,0,0,13,1,19,0,6,11,3,0,0,0,17,3,0,24,6,0,25,12,12,0,12,0,2,Player1
1,10,3,1,0,0,25,5,9,0,11,5,3,0,0,0,23,6,0,10,11,0,17,8,23,0,8,0,2,Player2
7,7,3,13,0,0,13,8,21,0,8,14,9,0,0,0,18,3,0,31,8,0,11,6,24,0,6,0,2,Player2
3,3,5,0,0,0,42,6,13,0,12,8,9,0,0,0,23,2,0,13,12,0,6,9,37,0,9,0,2,Player1
6,7,1,6,0,0,20,0,18,0,4,12,5,0,0,0,24,3,0,11,4,0,9,6,6,0,6,0,2,Player2
1,17,0,1,0,0,11,5,9,0,11,6,4,0,0,0,15,3,0,24,11,0,21,2,26,0,2,0,2,Player2
3,5,3,0,0,0,19,3,16,0,9,11,9,0,0,0,23,6,0,9,9,0,6,11,14,0,11,0,2,Player2
4,11,5,8,0,0,11,10,10,0,8,8,3,0,0,0,17,2,0,37,8,0,18,8,30,0,8,0,2,Player1
10,9,2,0,0,0,31,3,11,0,7,9,12,0,0,0,48,4,0,25,7,0,16,11,21,0,11,0,2,Player2
2,10,4,9,0,0,16,4,13,0,3,7,0,0,0,0,20,1,0,28,3,0,14,4,17,0,4,0,2,Player1
1,6,0,4,0,0,10,1,13,0,7,11,1,0,0,0,18,3,0,13,7,0,10,0,16,0,0,0,2,Player2
4,10,1,4,0,0,11,1,6,0,10,5,2,0,0,0,26,3,0,26,10,0,15,7,17,0,7,0,2,Player2
1,8,3,3,0,0,14,0,14,0,2,10,2,0,0,0,14,0,0,13,2,0,9,6,0,0,6,0,2,Player1
1,3,5,1,0,0,24,3,14,0,6,6,6,0,0,0,17,2,0,8,6,0,7,11,12,0,11,0,2,Player1
1,3,6,2,0,0,24,5,11,0,16,7,4,0,0,0,20,6,0,11,16,0,6,8,20,0,8,0,2,Player1
4,7,3,10,0,0,7,1,8,0,0,6,2,0,0,0,11,0,0,22,0,0,10,6,8,0,6,0,2,Player1
0,3,0,4,0,0,5,3,8,0,10,6,0,0,0,0,16,5,0,14,10,0,10,3,18,0,3,0,2,Player2
3,3,1,2,0,0,13,3,23,0,12,17,3,0,0,0,23,5,0,9,12,0,8,2,10,0,2,0,2,Player2
3,14,2,18,0,0,15,2,17,0,10,10,0,0,0,0,26,4,0,59,10,0,18,6,33,0,6,0,2,Player2
1,7,3,9,0,0,14,5,12,0,7,8,10,0,0,0,10,1,0,33,7,0,10,6,11,0,6,0,2,Player1
2,10,4,4,0,0,16,4,13,0,6,9,8,0,0,0,20,3,0,25,6,0,15,10,14,0,10,0,2,Player1
0,23,5,1,0,0,37,9,15,0,12,11,8,0,0,0,32,6,0,22,12,0,44,19,38,0,19,0,2,Player2
1,1,0,1,0,0,13,3,5,0,6,2,5,0,0,0,16,5,0,10,6,0,4,4,16,0,4,0,2,Player2
0,5,6,3,0,0,8,5,6,0,5,5,2,0,0,0,7,2,0,17,5,0,8,9,12,0,9,0,2,Player1
4,11,3,1,0,0,35,1,15,0,6,10,6,0,0,0,19,3,0,19,6,0,18,7,14,0,7,0,2,Player2
1,5,2,2,0,0,12,3,10,0,15,7,2,0,0,0,12,4,0,9,15,0,12,5,28,0,5,0,2,Player2
5,6,1,0,0,0,21,0,11,0,8,6,4,0,0,0,22,5,0,14,8,0,10,11,22,0,11,0,2,Player2
1,9,5,1,0,0,19,0,9,0,2,4,0,0,0,0,13,0,0,8,2,0,14,6,6,0,6,0,2,Player1
0,11,2,0,0,0,10,1,17,0,11,14,3,0,0,0,25,3,0,12,11,0,17,8,12,0,8,0,2,Player2
2,17,0,0,0,0,5,0,13,0,9,11,0,0,0,0,15,4,0,19,9,0,25,0,14,0,0,0,2,Player2
0,7,4,2,0,0,8,1,1,0,0,0,5,0,0,0,4,0,0,18,0,0,8,7,3,0,7,0,2,Player1
1,11,3,23,0,0,17,1,12,0,6,9,3,0,0,0,21,0,0,54,6,0,13,5,24,0,5,0,2,Player1
0,14,5,6,0,0,7,2,9,0,3,5,1,0,0,0,6,1,0,35,3,0,19,6,10,0,6,0,2,Player1
1,1,0,0,0,0,14,4,13,0,5,6,1,0,0,0,8,4,0,5,5,0,5,0,20,0,0,0,2,Player2
1,3,0,0,0,0,10,6,13,0,7,9,3,0,0,0,15,5,0,7,7,0,5,2,10,0,2,0,2,Player2
3,9,8,7,0,0,21,6,23,0,17,17,7,0,0,0,40,9,0,41,17,0,16,13,19,0,13,0,2,Player1
6,13,1,9,0,0,31,3,12,0,6,9,8,0,0,0,34,1,0,22,6,0,21,3,10,0,3,0,2,Player1
4,5,3,5,0,0,23,3,15,0,9,9,4,0,0,0,33,2,0,26,9,0,9,12,14,0,12,0,2,Player1
1,6,2,1,0,0,19,2,17,0,12,12,3,0,0,0,19,5,0,15,12,0,9,5,16,0,5,0,2,Player2
6,6,2,5,0,0,13,4,10,0,6,7,4,0,0,0,18,4,0,15,6,0,10,3,15,0,3,0,2,Player2
0,5,0,0,0,0,5,4,9,0,9,8,1,0,0,0,19,5,0,10,9,0,9,0,13,0,0,0,2,Player2
0,5,5,1,0,0,30,2,18,0,3,12,10,0,0,0,28,1,0,11,3,0,6,10,6,0,10,0,2,Player1
3,13,7,2,0,0,24,3,20,0,7,13,3,0,0,0,32,2,0,29,7,0,18,13,12,0,13,0,2,Player1
7,11,3,12,0,0,20,3,14,0,4,9,6,0,0,0,24,2,0,35,4,0,15,7,13,0,7,0,2,Player1
4,14,2,3,0,0,33,13,33,0,16,17,4,0,0,0,21,4,0,16,16,0,19,9,29,0,9,0,2,Player2
0,2,6,2,0,0,16,0,19,0,5,9,2,0,0,0,8,2,0,19,5,0,6,8,11,0,8,0,2,Player1
1,5,0,2,0,0,6,3,10,0,8,10,3,0,0,0,19,6,0,11,8,0,9,3,17,0,3,0,2,Player2
2,17,5,10,0,0,13,5,8,0,19,4,3,0,0,0,19,8,0,57,19,0,23,8,50,0,8,0,2,Player2
9,19,6,5,0,0,30,0,38,0,12,24,1,0,0,0,52,5,0,36,12,0,34,18,22,0,18,0,2,Player1
3,6,2,13,0,0,14,0,9,0,1,8,2,0,0,0,21,0,0,27,1,0,9,4,10,0,4,0,2,Player1
7,2,2,4,0,0,18,5,13,0,9,11,3,0,0,0,33,3,0,25,9,0,6,4,22,0,4,0,2,Player2
3,10,1,2,0,0,6,1,15,0,3,13,0,0,0,0,20,3,0,26,3,0,14,3,14,0,3,0,2,Player2
1,8,2,24,0,0,9,0,9,0,2,8,4,0,0,0,14,1,0,45,2,0,12,4,14,0,4,0,2,Player1
17,9,2,2,0,0,36,5,24,0,15,17,4,0,0,0,58,5,0,13,15,0,14,2,14,0,2,0,2,Player2
